season_id,team_id_home,team_id_away,team_name_home,team_name_away,team_abbreviation_home,team_abbreviation_away,game_date,pts_home,pts_away,elo_h,elo_a,elo_h_ofg,elo_a_ofg,elo_h_dfg,elo_a_dfg,elo_h_ofg3,elo_a_ofg3,elo_h_dfg3,elo_a_dfg3
22014,1610612757,1610612744,Portland Trail Blazers,Golden State Warriors,POR,GSW,2014-11-02,90.0,95.0,1502.6698111936205,1529.358410429753,1499.4249887221547,1519.4410244845772,1499.4249887221547,1519.457486630052,1499.4249887221547,1518.869646358045,1519.4249887221547,1518.8859506437243
22014,1610612752,1610612766,New York Knicks,Charlotte Hornets,NYK,CHA,2014-11-02,96.0,93.0,1486.0093424656213,1497.461383961989,1500.28774368332,1480.28774368332,1500.28774368332,1500.28774368332,1500.28774368332,1499.7287935411387,1480.28774368332,1499.7287935411387
22014,1610612748,1610612761,Miami Heat,Toronto Raptors,MIA,TOR,2014-11-02,107.0,102.0,1526.5134477179606,1520.6572032203644,1499.1550998577957,1480.28774368332,1519.1386701595557,1479.71225631668,1519.1550998577957,1480.2712064588613,1519.1550998577957,1480.2712064588613
22014,1610612746,1610612758,Los Angeles Clippers,Sacramento Kings,LAC,SAC,2014-11-02,92.0,98.0,1513.8013952878289,1488.5127389019106,1479.4410635506772,1500.5750112778453,1498.8673697795948,1500.5750112778453,1499.4410635506772,1500.5750112778453,1518.8673697795948,1480.5750112778453
22014,1610612743,1610612758,Denver Nuggets,Sacramento Kings,DEN,SAC,2014-11-03,105.0,110.0,1498.9156882155455,1498.869353809535,1480.2960185560382,1509.9674764924391,1479.7205315838,1510.5258618003886,1499.7205315838,1510.5423737545718,1519.146891230344,1471.6727128849022
22014,1610612742,1610612738,Dallas Mavericks,Boston Celtics,DAL,BOS,2014-11-03,118.0,113.0,1516.5134175946428,1501.5851866034745,1510.295787434553,1500.2794684162,1529.1617997789954,1520.2794684162,1470.295787434553,1480.853108769656,1470.295787434553,1500.2794684162
22014,1610612763,1610612740,Memphis Grizzlies,New Orleans Pelicans,MEM,NOP,2014-11-03,93.0,81.0,1522.188025959471,1501.3758447615126,1509.71225631668,1499.7124944925013,1529.71225631668,1500.2714438801347,1470.8462177367066,1499.7124944925013,1470.8462177367066,1499.7124944925013
22014,1610612755,1610612745,Philadelphia 76ers,Houston Rockets,PHI,HOU,2014-11-03,93.0,104.0,1465.3365342732318,1541.035901300712,1491.4199114200496,1529.43278790048,1470.8613298404443,1509.43278790048,1471.4199114200496,1528.859147547024,1471.4199114200496,1529.43278790048
22014,1610612751,1610612760,Brooklyn Nets,Oklahoma City Thunder,BKN,OKC,2014-11-03,116.0,85.0,1504.6729126700027,1494.2303663432322,1500.2712064588613,1509.9917251272818,1500.8449001422043,1490.56721209952,1519.1550998577957,1510.56721209952,1500.3042793327827,1471.140852452976
22014,1610612746,1610612762,Los Angeles Clippers,Utah Jazz,LAC,UTA,2014-11-03,107.0,101.0,1503.4447803802045,1492.6104460889876,1470.0485983360834,1490.838437642876,1488.9165192570515,1491.9521630001761,1489.4737010739507,1510.2633746582924,1527.7696681725379,1510.2633746582924
22014,1610612757,1610612739,Portland Trail Blazers,Cleveland Cavaliers,POR,CLE,2014-11-04,101.0,82.0,1494.2030190281782,1501.1027482216211,1490.0004600190753,1480.2955217453048,1510.00093226729,1480.2955217453048,1489.9840673603849,1480.2955217453048,1529.4094739715538,1499.7205382437342
22014,1610612761,1610612760,Toronto Raptors,Oklahoma City Thunder,TOR,OKC,2014-11-04,100.0,88.0,1515.7197445421978,1479.1000738821624,1470.8302566628336,1499.712019087376,1490.8421936916172,1480.8629414843217,1471.385725498092,1500.8143410507769,1471.385725498092,1461.9782775077683
22014,1610612740,1610612766,New Orleans Pelicans,Charlotte Hornets,NOP,CHA,2014-11-04,100.0,91.0,1493.703927414637,1493.2755773103115,1490.0002313262457,1470.8627549611654,1491.1167962125005,1490.28774368332,1488.8835627338083,1489.744881405573,1488.8835627338083,1489.1698184185966
22014,1610612748,1610612745,Miami Heat,Houston Rockets,MIA,HOU,2014-11-04,91.0,108.0,1531.4509063961273,1552.713417090043,1508.6125868782822,1518.3430342049548,1508.0087327846184,1498.3271506589804,1528.040580818565,1517.220812540901,1528.040580818565,1537.7783897279398
22014,1610612754,1610612749,Indiana Pacers,Milwaukee Bucks,IND,MIL,2014-11-04,81.0,87.0,1489.173926157067,1496.7526098828662,1509.71225631668,1508.2950918418035,1490.28774368332,1490.0,1529.1537822632934,1528.8829744718662,1529.1537822632934,1528.8829744718662
22014,1610612752,1610612764,New York Knicks,Washington Wizards,NYK,WAS,2014-11-04,83.0,98.0,1490.1951491172988,1510.2903903176016,1509.7127324054748,1491.1298968803512,1510.28774368332,1510.0,1510.2716558188856,1491.1170255281338,1490.846718805862,1491.1170255281338
22014,1610612747,1610612756,Los Angeles Lakers,Phoenix Suns,LAL,PHX,2014-11-04,106.0,112.0,1449.9050934299607,1499.2848748039637,1481.1179119647456,1489.161562357124,1481.6751435903532,1508.0478369998239,1461.6892900912778,1489.7366253417076,1462.246679576681,1489.7366253417076
22014,1610612741,1610612753,Chicago Bulls,Orlando Magic,CHI,ORL,2014-11-04,98.0,90.0,1517.928799844372,1464.2997174673176,1528.874957197006,1509.71225631668,1508.3034142248869,1490.28774368332,1529.4169721449318,1509.1537822632934,1529.4004504852805,1509.1537822632934
22014,1610612766,1610612748,Charlotte Hornets,Miami Heat,CHA,MIA,2014-11-05,96.0,89.0,1486.3295520591732,1513.7799622212783,1461.413019413747,1498.8925784641424,1480.3116056879676,1497.730146555233,1499.7200907121853,1517.729263487444,1499.1615793195538,1518.3207841215756
22014,1610612764,1610612754,Washington Wizards,Indiana Pacers,WAS,IND,2014-11-05,96.0,94.0,1526.601048719831,1479.4779394128363,1501.6642444387203,1499.6714672704638,1520.0082819270542,1480.2794617562658,1481.667782214078,1519.1459877900768,1481.1092454768382,1519.1459877900768
22014,1610612759,1610612737,San Antonio Spurs,Atlanta Hawks,SAS,ATL,2014-11-05,94.0,92.0,1498.0072475795894,1501.4621629880662,1519.9917180729458,1520.28774368332,1480.56675634087,1519.71225631668,1519.9917180729458,1500.2712064588613,1519.9917180729458,1500.2712064588613
22014,1610612749,1610612741,Milwaukee Bucks,Chicago Bulls,MIL,CHI,2014-11-05,86.0,95.0,1506.4485966270968,1523.2023615995306,1518.3358808880196,1538.3239689257305,1500.0082819270542,1497.7853457821236,1538.8907689450828,1538.8344110301957,1538.8907689450828,1538.8183632896003
22014,1610612738,1610612761,Boston Celtics,Toronto Raptors,BOS,TOR,2014-11-05,107.0,110.0,1496.8134428465448,1522.9331902039328,1490.5676814090962,1461.6596310706452,1530.535066780459,1480.5550466843642,1470.5493381237336,1462.2307292835944,1489.4186047921,1481.1150235314249
22014,1610612755,1610612753,Philadelphia 76ers,Orlando Magic,PHI,ORL,2014-11-05,89.0,91.0,1453.6590184839008,1459.026155712159,1502.5096651155748,1500.2632445879556,1481.966967081944,1500.8058121260833,1483.0582464261724,1499.7363433780295,1463.0743095925898,1499.7358694589736
22014,1610612762,1610612739,Utah Jazz,Cleveland Cavaliers,UTA,CLE,2014-11-05,102.0,100.0,1487.2896444873513,1489.6069051047268,1480.2407711281328,1470.574779695682,1481.8647923730784,1471.1484349108523,1499.6657128963866,1490.5743082443648,1500.7668203010064,1510.5729806741786
22014,1610612758,1610612743,Sacramento Kings,Denver Nuggets,SAC,DEN,2014-11-05,131.0,109.0,1507.843079267025,1489.9419627580555,1519.1155334599478,1471.1479615885296,1499.6415292911795,1490.6048640930092,1520.230996789872,1490.0319085484998,1463.0306885150349,1527.7889156002113
22014,1610612751,1610612750,Brooklyn Nets,Minnesota Timberwolves,BKN,MIN,2014-11-05,91.0,98.0,1519.8032051310724,1495.9023692927994,1510.5509124987673,1491.1167886522144,1510.5491707574026,1491.6883316243336,1528.9079709065388,1509.424751148598,1509.4668542779905,1490.01625630982
22014,1610612765,1610612752,Detroit Pistons,New York Knicks,DET,NYK,2014-11-05,98.0,95.0,1472.4420030249144,1473.8844907150694,1489.1537822632934,1499.1783848471057,1508.5800885799504,1500.2794617562658,1471.4199114200496,1519.7208991329414,1490.2707319450626,1500.854498857158
22014,1610612744,1610612746,Golden State Warriors,Los Angeles Clippers,GSW,LAC,2014-11-05,121.0,104.0,1537.8252025951952,1508.7655819818408,1528.8655531876566,1480.6462648508266,1508.8815430849168,1499.0038898841492,1528.3105677198148,1500.0713628358565,1508.9014653943252,1537.2662225298238
22014,1610612756,1610612763,Phoenix Suns,Memphis Grizzlies,PHX,MEM,2014-11-05,91.0,102.0,1508.0940471766046,1529.8599433063464,1498.9300888429952,1519.4245194829355,1517.2902243855137,1538.8669039843141,1478.9311071825398,1481.6751494953996,1478.9470480916273,1481.6751494953996
22014,1610612745,1610612759,Houston Rockets,San Antonio Spurs,HOU,SAS,2014-11-06,98.0,81.0,1570.384361264892,1501.5243345016504,1528.0630426190946,1530.0002383728538,1508.6057368883658,1471.6887108676087,1527.532129872022,1509.424724889058,1547.4981864249294,1509.424724889058
22014,1610612757,1610612742,Portland Trail Blazers,Dallas Mavericks,POR,DAL,2014-11-06,108.0,87.0,1505.6988621450726,1521.2851613515725,1499.721202068698,1520.0075744416567,1519.1480191017424,1518.9062014147364,1479.7052808613248,1480.5995580804754,1518.5570315411094,1481.1566510586529
22014,1610612753,1610612750,Orlando Magic,Minnesota Timberwolves,ORL,MIN,2014-11-07,112.0,103.0,1465.132721764057,1507.1313452929362,1510.3279008672055,1481.6755650507714,1510.2641173512661,1502.2306575802,1489.256677539569,1519.9849362178256,1488.6845639934409,1480.5755053899745
22014,1610612766,1610612737,Charlotte Hornets,Atlanta Hawks,CHA,ATL,2014-11-07,122.0,119.0,1492.9734985319376,1497.9450760660052,1472.4876027662033,1510.279223383412,1490.8125319761275,1528.5903017899411,1510.237972635974,1510.838199642749,1509.7124672710377,1510.838199642749
22014,1610612756,1610612758,Phoenix Suns,Sacramento Kings,PHX,SAC,2014-11-07,112.0,114.0,1494.7615881563515,1519.4254401336364,1489.519282755859,1527.743621400011,1507.9104539951868,1509.3814917947927,1469.010085426924,1529.3639795224287,1469.0255675482192,1454.8732914694376
22014,1610612761,1610612764,Toronto Raptors,Washington Wizards,TOR,WAS,2014-11-07,103.0,84.0,1529.678831147661,1529.4963247583382,1452.4897568961749,1491.606888330169,1491.983745707475,1508.869752573985,1472.4701123511786,1492.7423270602314,1471.3539743179133,1472.199677923631
22014,1610612738,1610612754,Boston Celtics,Indiana Pacers,BOS,IND,2014-11-07,101.0,98.0,1490.0678019028167,1476.582663374329,1499.7375555835665,1509.728823379015,1519.1063677573482,1491.4179911093352,1460.3099550561494,1508.0714429439233,1499.1796540056116,1528.055555343284
22014,1610612762,1610612742,Utah Jazz,Dallas Mavericks,UTA,DAL,2014-11-07,82.0,105.0,1490.7921076842654,1508.5893373290946,1489.9626332872638,1509.4243483482514,1491.5564485872646,1508.913161486129,1489.4041009436971,1470.5738187698948,1511.0489893618114,1472.2289817292215
22014,1610612743,1610612739,Denver Nuggets,Cleveland Cavaliers,DEN,CLE,2014-11-07,101.0,110.0,1478.359601891444,1486.1044419078128,1462.5198736484663,1460.852917536551,1480.864901589396,1461.456778696666,1480.8989258159431,1500.8359201970543,1535.9463126458086,1500.2908116133735
22014,1610612765,1610612749,Detroit Pistons,Milwaukee Bucks,DET,MIL,2014-11-07,98.0,95.0,1476.4782479959988,1494.5120947531605,1479.4422334781573,1508.9105504449615,1498.341222780458,1489.9443015547104,1482.8012380975065,1528.8891468339134,1500.5752630517402,1528.8886849428259
22014,1610612760,1610612763,Oklahoma City Thunder,Memphis Grizzlies,OKC,MEM,2014-11-07,89.0,91.0,1471.8866282204274,1543.1924023265994,1508.8826446795642,1528.8353255700717,1491.1500884915747,1548.246674374641,1509.9693372652744,1491.5961712510154,1452.2489794744354,1491.5966300388077
22014,1610612755,1610612741,Philadelphia 76ers,Chicago Bulls,PHI,CHI,2014-11-07,115.0,118.0,1447.5524524320028,1535.138863473467,1492.4450088363249,1547.7492993687886,1472.5086618567611,1507.8493261544675,1493.537912264633,1548.836033141365,1474.1256150581225,1548.8204472918571
22014,1610612751,1610612752,Brooklyn Nets,New York Knicks,BKN,NYK,2014-11-07,110.0,99.0,1508.5742291309357,1469.848245743985,1519.9921361002102,1508.8899336322418,1500.0068448015363,1510.518327555758,1518.3477858373112,1508.3395724554846,1518.907605197836,1490.5499677504804
22014,1610612741,1610612738,Chicago Bulls,Boston Celtics,CHI,BOS,2014-11-08,101.0,106.0,1540.9152802345147,1493.8854432577111,1556.1708231755701,1510.0250481417493,1496.8356337757446,1508.3111150699897,1557.2577301011136,1471.6760467099537,1556.7030789051391,1510.008860877941
22014,1610612759,1610612740,San Antonio Spurs,New Orleans Pelicans,SAS,NOP,2014-11-08,99.0,100.0,1493.591496723634,1500.6499526657753,1519.9444819748348,1499.4499668736642,1462.7472874092482,1501.092934207853,1499.9454265386973,1478.908353427196,1500.516201621427,1478.8918018328511
22014,1610612749,1610612763,Milwaukee Bucks,Memphis Grizzlies,MIL,MEM,2014-11-08,93.0,92.0,1490.2267508813632,1548.4140642735838,1498.064412131091,1518.2616717531653,1480.1859373301031,1536.6179384659908,1517.570356478527,1502.1245010733628,1518.0755583588502,1480.4689307665703
22014,1610612737,1610612752,Atlanta Hawks,New York Knicks,ATL,NYK,2014-11-08,103.0,96.0,1493.8563595144728,1463.0735210367761,1499.1957627523636,1499.2093719868974,1517.5072351389658,1500.2158750380809,1520.8209237379585,1498.627552343045,1520.8057985739124,1481.3643585330935
22014,1610612754,1610612764,Indiana Pacers,Washington Wizards,IND,WAS,2014-11-08,90.0,97.0,1472.7650220194346,1518.2945392538875,1499.4413308208323,1480.485740044974,1502.2132437966936,1498.384116547469,1496.705351290119,1482.159507072025,1517.2263484709545,1462.1753366652597
22014,1610612745,1610612744,Houston Rockets,Golden State Warriors,HOU,GSW,2014-11-08,87.0,98.0,1578.3171990429084,1547.1421417878707,1538.1187990171136,1537.4865332140964,1517.5471603467263,1518.5973179454415,1537.0114282223828,1537.4995631862425,1556.4067096925605,1519.7160597385928
22014,1610612748,1610612750,Miami Heat,Minnesota Timberwolves,MIA,MIN,2014-11-08,102.0,92.0,1507.136015748514,1499.0656385101556,1487.817995111686,1472.4983810942263,1487.229220267073,1492.461837941626,1507.2113815636553,1509.1028047008886,1507.7698961700917,1470.8088604868326
22014,1610612746,1610612757,Los Angeles Clippers,Portland Trail Blazers,LAC,POR,2014-11-08,106.0,102.0,1499.4486427891652,1518.3946861675504,1472.0252848243867,1510.3044281621032,1489.2881150236244,1529.1410590303499,1490.8823673694287,1489.7310201719054,1526.4516281855563,1527.4847008705408
22014,1610612760,1610612758,Oklahoma City Thunder,Sacramento Kings,OKC,SAC,2014-11-09,101.0,93.0,1466.664966273443,1525.2795374273915,1519.4562984964707,1516.6478540132603,1502.778824400225,1499.3391521764374,1499.441007442927,1517.644119619942,1463.3766787466727,1445.2804015817228
22014,1610612742,1610612748,Dallas Mavericks,Miami Heat,DAL,MIA,2014-11-09,96.0,105.0,1530.4522777031457,1514.328278629892,1518.8647802937696,1497.377346712398,1518.4140103003745,1497.379815724198,1481.1152678083574,1517.2658205598646,1483.3416847915485,1516.7100671397834
22014,1610612756,1610612744,Phoenix Suns,Golden State Warriors,PHX,GSW,2014-11-09,107.0,95.0,1488.9074908625964,1561.9932924131704,1500.6150501426098,1547.5047312666682,1517.952793613542,1528.567092072089,1480.7299453294106,1547.4855135418475,1478.618457435934,1510.76819322288
22014,1610612747,1610612766,Los Angeles Lakers,Charlotte Hornets,LAL,CHA,2014-11-09,107.0,92.0,1441.0959210573199,1497.06221508347,1471.3493854788744,1483.5710633972517,1472.4327562046633,1501.8955986271028,1472.4948082504457,1500.2552485407646,1473.0362568267612,1499.7448683398743
22014,1610612751,1610612753,Brooklyn Nets,Orlando Magic,BKN,ORL,2014-11-09,104.0,96.0,1515.3489538381446,1473.1984285468375,1529.6726977455546,1519.5050848237506,1510.3092973192136,1520.03293698984,1528.0598059497509,1500.138809056506,1528.0932144152227,1498.4512088965828
22014,1610612765,1610612762,Detroit Pistons,Utah Jazz,DET,UTA,2014-11-09,96.0,97.0,1480.763591867796,1468.9291673102143,1490.2883717920276,1480.5222013417456,1508.0995870050654,1482.0555997730191,1494.120028452893,1478.8626519052345,1511.3883896357158,1499.9362862994844
22014,1610612757,1610612743,Portland Trail Blazers,Denver Nuggets,POR,DEN,2014-11-09,116.0,100.0,1513.5350965682185,1466.1878483022683,1499.207102336432,1452.4718951629413,1517.999003559097,1470.3068712249296,1479.7641584867754,1491.4721296234216,1537.4549667361143,1544.9236524794708
22014,1610612761,1610612755,Toronto Raptors,Philadelphia 76ers,TOR,PHI,2014-11-09,120.0,88.0,1540.8806166521117,1441.776035670955,1463.61090518137,1484.0234850295433,1502.469381733991,1483.522354235484,1483.052932339385,1485.1162153048845,1481.3783155762846,1466.2429834448405
22014,1610612739,1610612740,Cleveland Cavaliers,New Orleans Pelicans,CLE,NOP,2014-11-10,118.0,111.0,1498.2761954969885,1505.7439550613847,1470.900896022076,1510.0391632090784,1472.0148090611324,1509.993717346873,1490.2627163895759,1489.5131101815248,1491.3134717797113,1489.5133996446948
22014,1610612741,1610612765,Chicago Bulls,Detroit Pistons,CHI,DET,2014-11-10,102.0,91.0,1531.1049336162946,1475.468031700129,1544.8503962971822,1480.0073528210357,1487.165804623099,1517.3513816830202,1564.843130483698,1483.681167927816,1565.3671450373254,1501.0588909280577
22014,1610612746,1610612759,Los Angeles Clippers,San Antonio Spurs,LAC,SAS,2014-11-10,85.0,89.0,1504.3082323884971,1488.4974943280247,1483.122610650058,1509.3552856394206,1500.4301704948773,1453.8465042702283,1500.8492290545587,1489.3406697843686,1516.4813623199827,1489.8946038095833
22014,1610612754,1610612762,Indiana Pacers,Utah Jazz,IND,UTA,2014-11-10,97.0,86.0,1463.0981511421069,1474.2247274778815,1488.8962857548338,1490.8032203127375,1492.1030371172,1472.8038050950643,1506.2869326770924,1489.3015124303115,1525.6549814068853,1510.2657850071425
22014,1610612752,1610612737,New York Knicks,Atlanta Hawks,NYK,ATL,2014-11-10,85.0,91.0,1457.715965823639,1499.21391472761,1509.2089802816406,1489.1961544576204,1510.7131498880694,1507.0099602889773,1489.2654615236813,1530.1830145573222,1472.4947228728497,1529.6754342341562
22014,1610612744,1610612759,Golden State Warriors,San Antonio Spurs,GSW,SAS,2014-11-11,100.0,113.0,1551.358772655646,1496.828550170429,1556.1632723406956,1498.601680069745,1518.2616830141797,1445.179312857277,1555.5874336928773,1479.6717916515418,1499.8454815482278,1480.6583420616873
